"Cidade","UF","Pais","cidade","lat","lon","freq"
"Jaguapitã","Paraná","Brasil","Jaguapitã, Paraná, Brasil",-23.1102516,-51.5327741,23
"Itacoatiara","Amazonas","Brasil","Itacoatiara, Amazonas, Brasil",-3.1477898,-58.4461041,84
"Leipzig  Saxônia",NA,"Alemanha","Leipzig  Saxônia, NA, Alemanha",51.3406321,12.3747329,1
"Santa Cruz  Califórnia",NA,"Estados Unidos da América","Santa Cruz  Califórnia, NA, Estados Unidos da América",37.050096,-121.9905908,1
"Quito",NA,"Equador","Quito, NA, Equador",-1.0429357,-77.7946572,6
"Cândido Mota","São Paulo","Brasil","Cândido Mota, São Paulo, Brasil",-22.7434964,-50.38924,10
"Palmital","São Paulo","Brasil","Palmital, São Paulo, Brasil",-22.786384,-50.2198965,10
"Ronda Alta","Rio Grande do Sul","Brasil","Ronda Alta, Rio Grande do Sul, Brasil",-27.782064,-52.8078036,8
"Marechal Deodoro","Alagoas","Brasil","Marechal Deodoro, Alagoas, Brasil",-9.709715,-35.896731,12
"São Sebastião","São Paulo","Brasil","São Sebastião, São Paulo, Brasil",-23.8027866,-45.4070527,32
"Visconde do Rio Branco","Minas Gerais","Brasil","Visconde do Rio Branco, Minas Gerais, Brasil",-21.01,-42.840833,24
"Guairaçá","Paraná","Brasil","Guairaçá, Paraná, Brasil",-22.9352304,-52.6865101,14
"Colorado","Paraná","Brasil","Colorado, Paraná, Brasil",-22.8385097,-51.9730135,9
"Muriaé","Minas Gerais","Brasil","Muriaé, Minas Gerais, Brasil",-21.130556,-42.366389,67
"Criciúma","Santa Catarina","Brasil","Criciúma, Santa Catarina, Brasil",-28.6789941,-49.3695627,112
"Curitibanos","Santa Catarina","Brasil","Curitibanos, Santa Catarina, Brasil",-27.2917869,-50.5768954,60
"Santa Terezinha","Santa Catarina","Brasil","Santa Terezinha, Santa Catarina, Brasil",-26.7813,-50.009017,9
"Urucânia","Minas Gerais","Brasil","Urucânia, Minas Gerais, Brasil",-20.350833,-42.739444,8
"Sarzedo","Minas Gerais","Brasil","Sarzedo, Minas Gerais, Brasil",-20.0353,-44.1453,59
"Itapaci","Goiás","Brasil","Itapaci, Goiás, Brasil",-14.9522349,-49.5511221,4
"Santa Cruz Cabrália","Bahia","Brasil","Santa Cruz Cabrália, Bahia, Brasil",-16.2815556,-39.0239196,2
"Mucugê","Bahia","Brasil","Mucugê, Bahia, Brasil",-13.0053,-41.370271,7
"Umuarama","Paraná","Brasil","Umuarama, Paraná, Brasil",-23.7617057,-53.3079895,95
"Cruzeiro do Oeste","Paraná","Brasil","Cruzeiro do Oeste, Paraná, Brasil",-23.7839582,-53.0709425,6
"Jeremoabo","Bahia","Brasil","Jeremoabo, Bahia, Brasil",-10.0754917,-38.3476326,52
"Pedro Alexandre","Bahia","Brasil","Pedro Alexandre, Bahia, Brasil",-10.0118695,-37.894739,8
"Morro Agudo de Goiás","Goiás","Brasil","Morro Agudo de Goiás, Goiás, Brasil",-15.3184299,-50.0552811,1
"Castanhal","Pará","Brasil","Castanhal, Pará, Brasil",-1.2927031,-47.9223903,104
"Rio Paranaíba","Minas Gerais","Brasil","Rio Paranaíba, Minas Gerais, Brasil",-19.196447,-46.2410263,32
"Florestal","Minas Gerais","Brasil","Florestal, Minas Gerais, Brasil",-19.8878705,-44.4314766,17
"Monte Santo","Bahia","Brasil","Monte Santo, Bahia, Brasil",-10.4382898,-39.3304065,72
"Guaratinguetá","São Paulo","Brasil","Guaratinguetá, São Paulo, Brasil",-22.8057839,-45.1908926,174
"Barbalha","Ceará","Brasil","Barbalha, Ceará, Brasil",-7.3121067,-39.3036427,7
"Itiúba","Bahia","Brasil","Itiúba, Bahia, Brasil",-10.6917496,-39.8532886,47
"Itu","São Paulo","Brasil","Itu, São Paulo, Brasil",-23.2638828,-47.298892,30
"Uauá","Bahia","Brasil","Uauá, Bahia, Brasil",-9.8384079,-39.4793914,84
"Alto Garças","Mato Grosso","Brasil","Alto Garças, Mato Grosso, Brasil",-16.9469683,-53.529427,19
"Jaciara","Mato Grosso","Brasil","Jaciara, Mato Grosso, Brasil",-15.9520115,-54.9762106,26
"Oliveira","Minas Gerais","Brasil","Oliveira, Minas Gerais, Brasil",-20.6971953,-44.8273969,12
"Campo Belo","Minas Gerais","Brasil","Campo Belo, Minas Gerais, Brasil",-20.8975,-45.277223,24
"Carmo da Mata","Minas Gerais","Brasil","Carmo da Mata, Minas Gerais, Brasil",-20.558334,-44.8703774,2
"Coxim","Mato Grosso do Sul","Brasil","Coxim, Mato Grosso do Sul, Brasil",-18.504915,-54.7450251,85
"Cansanção","Bahia","Brasil","Cansanção, Bahia, Brasil",-10.6671448,-39.498199,90
"Piraquara","Paraná","Brasil","Piraquara, Paraná, Brasil",-25.4423273,-49.0604473,6
"Andorinha","Bahia","Brasil","Andorinha, Bahia, Brasil",-10.3445708,-39.8334411,18
"São Caetano de Odivelas","Pará","Brasil","São Caetano de Odivelas, Pará, Brasil",-0.747293,-48.024622,13
"Lençóis Paulista","São Paulo","Brasil","Lençóis Paulista, São Paulo, Brasil",-22.6029897,-48.8031367,19
"São Manuel","São Paulo","Brasil","São Manuel, São Paulo, Brasil",-22.732081,-48.572316,5
"Laranjal Paulista","São Paulo","Brasil","Laranjal Paulista, São Paulo, Brasil",-23.050564,-47.837549,5
"Cururupu","Maranhão","Brasil","Cururupu, Maranhão, Brasil",-1.824255,-44.872996,13
"Ritápolis","Minas Gerais","Brasil","Ritápolis, Minas Gerais, Brasil",-21.0250052,-44.3186566,2
"Jaguarari","Bahia","Brasil","Jaguarari, Bahia, Brasil",-10.2596039,-40.1965284,28
"Extrema","Minas Gerais","Brasil","Extrema, Minas Gerais, Brasil",-22.8549109,-46.3190079,18
"Alta Floresta d'Oeste","Rondônia","Brasil","Alta Floresta d'Oeste, Rondônia, Brasil",-11.9296917,-61.9961284,62
"Braganey","Paraná","Brasil","Braganey, Paraná, Brasil",-24.8179919,-53.118506,1
"Paranaguá","Paraná","Brasil","Paranaguá, Paraná, Brasil",-25.5121904,-48.5251854,159
"Capanema","Pará","Brasil","Capanema, Pará, Brasil",-1.1933054,-47.1828679,132
"Lábrea","Amazonas","Brasil","Lábrea, Amazonas, Brasil",-7.2613683,-64.7924505,76
"Vitória de Santo Antão","Pernambuco","Brasil","Vitória de Santo Antão, Pernambuco, Brasil",-8.1209019,-35.2944858,122
"Alvorada","Rio Grande do Sul","Brasil","Alvorada, Rio Grande do Sul, Brasil",-29.9981184,-51.0772509,16
"Guaiçara","São Paulo","Brasil","Guaiçara, São Paulo, Brasil",-21.619537,-49.801287,18
"Seattle",NA,"Estados Unidos da América","Seattle, NA, Estados Unidos da América",47.6038321,-122.3300624,6
"Soure","Pará","Brasil","Soure, Pará, Brasil",-0.7275759,-48.5189785,52
"Denver",NA,"Estados Unidos da América","Denver, NA, Estados Unidos da América",42.2125871,-74.5693201,14
"Colônia  Renânia do Norte",NA,"Alemanha","Colônia  Renânia do Norte, NA, Alemanha",50.97179555,6.89080185130656,1
"Porto Xavier","Rio Grande do Sul","Brasil","Porto Xavier, Rio Grande do Sul, Brasil",-27.9061459,-55.1395757,31
"Vila Pavão","Espírito Santo","Brasil","Vila Pavão, Espírito Santo, Brasil",-18.6191731,-40.6043622,7
"Cordisburgo","Minas Gerais","Brasil","Cordisburgo, Minas Gerais, Brasil",-19.125834,-44.320278,3
"Funilândia","Minas Gerais","Brasil","Funilândia, Minas Gerais, Brasil",-19.3711961,-44.0599481,2
"Santa Cruz","Rio Grande do Norte","Brasil","Santa Cruz, Rio Grande do Norte, Brasil",-6.224752,-36.019297,153
"São José do Campestre","Rio Grande do Norte","Brasil","São José do Campestre, Rio Grande do Norte, Brasil",-6.3148531,-35.7128188,5
"Bodó","Rio Grande do Norte","Brasil","Bodó, Rio Grande do Norte, Brasil",-5.9866104,-36.4134824,6
"Chavantes","São Paulo","Brasil","Chavantes, São Paulo, Brasil",-23.0406405,-49.7071698,2
"Ipauçu","São Paulo","Brasil","Ipauçu, São Paulo, Brasil",-23.0544285,-49.6264306,2
"Curralinho","Pará","Brasil","Curralinho, Pará, Brasil",-1.8137876,-49.7980165,11
"Santa Maria de Jetibá","Espírito Santo","Brasil","Santa Maria de Jetibá, Espírito Santo, Brasil",-20.025296,-40.743931,17
"Pau dos Ferros","Rio Grande do Norte","Brasil","Pau dos Ferros, Rio Grande do Norte, Brasil",-6.1124964,-38.2062628,103
"Tomé-Açu","Pará","Brasil","Tomé-Açu, Pará, Brasil",-2.4166306,-48.1522907,42
"Paraguaçu Paulista","São Paulo","Brasil","Paraguaçu Paulista, São Paulo, Brasil",-22.4203497,-50.5792099,2
"Maracaí","São Paulo","Brasil","Maracaí, São Paulo, Brasil",-22.6112679,-50.6670685,3
"Boituva","São Paulo","Brasil","Boituva, São Paulo, Brasil",-23.2838893,-47.6738231,71
"Seabra","Bahia","Brasil","Seabra, Bahia, Brasil",-12.4172071,-41.772051,55
"Melgaço","Pará","Brasil","Melgaço, Pará, Brasil",-1.803202,-50.714927,4
"Francisco Ayres","Piauí","Brasil","Francisco Ayres, Piauí, Brasil",-6.6217571,-42.6941944,1
"Palmares","Pernambuco","Brasil","Palmares, Pernambuco, Brasil",-8.684226,-35.589032,95
"Bertolínia","Piauí","Brasil","Bertolínia, Piauí, Brasil",-7.6372159,-43.9540611,3
"Turmalina","Minas Gerais","Brasil","Turmalina, Minas Gerais, Brasil",-17.286102,-42.7312574,5
"Eusébio","Ceará","Brasil","Eusébio, Ceará, Brasil",-3.8889838,-38.4546585,5
"Tapiratiba","São Paulo","Brasil","Tapiratiba, São Paulo, Brasil",-21.46824,-46.7493221,5
"Luz","Minas Gerais","Brasil","Luz, Minas Gerais, Brasil",-19.7871171,-45.6846736,3
"Betânia do Piauí","Piauí","Brasil","Betânia do Piauí, Piauí, Brasil",-8.1460635,-40.7961387,17
"Irecê","Bahia","Brasil","Irecê, Bahia, Brasil",-11.3034965,-41.8557929,42
"Lucas do Rio Verde","Mato Grosso","Brasil","Lucas do Rio Verde, Mato Grosso, Brasil",-13.0655935,-55.9198356,73
"Colombo",NA,"Sri Lanka","Colombo, NA, Sri Lanka",6.9349969,79.8538463,9
"Assunção",NA,"Paraguai","Assunção, NA, Paraguai",-25.2800459,-57.6343814,52
"Campo Formoso","Bahia","Brasil","Campo Formoso, Bahia, Brasil",-10.51055,-40.320031,24
"Sandolândia","Tocantins","Brasil","Sandolândia, Tocantins, Brasil",-12.5389465,-49.9285958,17
"Catanduva","São Paulo","Brasil","Catanduva, São Paulo, Brasil",-21.1331035,-48.9712817,74
"Carmópolis","Sergipe","Brasil","Carmópolis, Sergipe, Brasil",-10.64835,-36.98493,8
"Ibotirama","Bahia","Brasil","Ibotirama, Bahia, Brasil",-12.1829519,-43.2181138,41
"Santa Terezinha","Mato Grosso","Brasil","Santa Terezinha, Mato Grosso, Brasil",-10.470375,-50.513986,9
"Taquara","Rio Grande do Sul","Brasil","Taquara, Rio Grande do Sul, Brasil",-29.6465318,-50.7805672,8
"Três Passos","Rio Grande do Sul","Brasil","Três Passos, Rio Grande do Sul, Brasil",-27.4556106,-53.9294399,22
"Condor","Rio Grande do Sul","Brasil","Condor, Rio Grande do Sul, Brasil",-28.2058277,-53.4844696,2
"Erval Seco","Rio Grande do Sul","Brasil","Erval Seco, Rio Grande do Sul, Brasil",-27.5511418,-53.506851,2
"Três de Maio","Rio Grande do Sul","Brasil","Três de Maio, Rio Grande do Sul, Brasil",-27.7799415,-54.2356626,11
"Tupã","São Paulo","Brasil","Tupã, São Paulo, Brasil",-21.9348631,-50.5135113,54
"Brumado","Bahia","Brasil","Brumado, Bahia, Brasil",-14.29507325,-41.659307508576,72
"Presidente Castelo Branco","Paraná","Brasil","Presidente Castelo Branco, Paraná, Brasil",-23.2790844,-52.1528771,5
"São Bento do Sul","Santa Catarina","Brasil","São Bento do Sul, Santa Catarina, Brasil",-26.2483669,-49.3820672,54
"São Simão","Goiás","Brasil","São Simão, Goiás, Brasil",-18.9941302,-50.5468215,19
"Abelardo Luz","Santa Catarina","Brasil","Abelardo Luz, Santa Catarina, Brasil",-26.5705893,-52.3280339,37
"Luzerna","Santa Catarina","Brasil","Luzerna, Santa Catarina, Brasil",-27.1294338,-51.4686169,25
"Pirenópolis","Goiás","Brasil","Pirenópolis, Goiás, Brasil",-15.8501619,-48.957317,20
"Aracati","Ceará","Brasil","Aracati, Ceará, Brasil",-4.558259,-37.767894,86
"São Miguel das Matas","Bahia","Brasil","São Miguel das Matas, Bahia, Brasil",-13.047749,-39.4554608,6
"Andrelândia","Minas Gerais","Brasil","Andrelândia, Minas Gerais, Brasil",-21.739722,-44.308889,4
"Buriti","Maranhão","Brasil","Buriti, Maranhão, Brasil",-3.9430944,-42.9244281,2
"Viana","Maranhão","Brasil","Viana, Maranhão, Brasil",-3.2099341,-45.0002456,25
"Cajapió","Maranhão","Brasil","Cajapió, Maranhão, Brasil",-2.8778715,-44.6746871,3
"Alegrete","Rio Grande do Sul","Brasil","Alegrete, Rio Grande do Sul, Brasil",-29.790166,-55.794862,79
"Santa Luzia do Pará","Pará","Brasil","Santa Luzia do Pará, Pará, Brasil",-1.5220049,-46.9020697,17
"Mãe do Rio","Pará","Brasil","Mãe do Rio, Pará, Brasil",-2.0458692,-47.5522076,17
"São João dos Patos","Maranhão","Brasil","São João dos Patos, Maranhão, Brasil",-6.4934,-43.703623,25
"São Francisco do Maranhão","Maranhão","Brasil","São Francisco do Maranhão, Maranhão, Brasil",-6.249397,-42.8581192,11
"Barão de Grajaú","Maranhão","Brasil","Barão de Grajaú, Maranhão, Brasil",-6.7542591,-43.0263477,18
"Itapema","Santa Catarina","Brasil","Itapema, Santa Catarina, Brasil",-27.09472,-48.6137778,78
"Mucurici","Espírito Santo","Brasil","Mucurici, Espírito Santo, Brasil",-18.094302,-40.5190692,4
"Boa Esperança","Espírito Santo","Brasil","Boa Esperança, Espírito Santo, Brasil",-18.5395472,-40.2904088,18
"Moju","Pará","Brasil","Moju, Pará, Brasil",-1.889926,-48.766765,34
"Capão Alto","Santa Catarina","Brasil","Capão Alto, Santa Catarina, Brasil",-27.9382827,-50.511491,3
"Guarará","Minas Gerais","Brasil","Guarará, Minas Gerais, Brasil",-21.731945,-43.037777,2
"Domingos Martins","Espírito Santo","Brasil","Domingos Martins, Espírito Santo, Brasil",-20.3646483,-40.6585797,8
"Bom Jardim","Maranhão","Brasil","Bom Jardim, Maranhão, Brasil",-3.54129,-45.606004,151
"Mirador","Maranhão","Brasil","Mirador, Maranhão, Brasil",-6.3703992,-44.3621057,5
"Sucupira do Norte","Maranhão","Brasil","Sucupira do Norte, Maranhão, Brasil",-6.478392,-44.191889,3
"Santana do Jacaré","Minas Gerais","Brasil","Santana do Jacaré, Minas Gerais, Brasil",-20.9023708,-45.1274193,2
"Barreirinhas","Maranhão","Brasil","Barreirinhas, Maranhão, Brasil",-2.7541271,-42.8259693,74
"Presidente Dutra","Maranhão","Brasil","Presidente Dutra, Maranhão, Brasil",-5.289801,-44.49498,26
"Colinas","Maranhão","Brasil","Colinas, Maranhão, Brasil",-6.0332631,-44.2528542,11
"Parnarama","Maranhão","Brasil","Parnarama, Maranhão, Brasil",-5.6823685,-43.0895346,5
"Pacajá","Pará","Brasil","Pacajá, Pará, Brasil",-3.8354195,-50.6399248,31
"Coronel Sapucaia","Mato Grosso do Sul","Brasil","Coronel Sapucaia, Mato Grosso do Sul, Brasil",-23.27186,-55.5288174,15
"São Domingos do Azeitão","Maranhão","Brasil","São Domingos do Azeitão, Maranhão, Brasil",-6.810868,-44.6445713,1
"Nova Iorque","Maranhão","Brasil","Nova Iorque, Maranhão, Brasil",-6.7357067,-44.046151,3
"Benedito Leite","Maranhão","Brasil","Benedito Leite, Maranhão, Brasil",-7.2173453,-44.5523331,3
"Pastos Bons","Maranhão","Brasil","Pastos Bons, Maranhão, Brasil",-6.6013999,-44.0878124,3
"Buriti Bravo","Maranhão","Brasil","Buriti Bravo, Maranhão, Brasil",-5.8391884,-43.8367876,6
"Oklahoma",NA,"Estados Unidos da América","Oklahoma, NA, Estados Unidos da América",34.9550817,-97.2684063,2
"Realeza","Paraná","Brasil","Realeza, Paraná, Brasil",-25.7720262,-53.5338306,15
"Quatro Pontes","Paraná","Brasil","Quatro Pontes, Paraná, Brasil",-24.5741062,-53.9780237,3
"Matelândia","Paraná","Brasil","Matelândia, Paraná, Brasil",-25.2404183,-53.9835004,11
"Iretama","Paraná","Brasil","Iretama, Paraná, Brasil",-24.4212538,-52.1023538,1
"Assis Chateaubriand","Paraná","Brasil","Assis Chateaubriand, Paraná, Brasil",-24.4054826,-53.5120468,25
"Barracão","Rio Grande do Sul","Brasil","Barracão, Rio Grande do Sul, Brasil",-27.6728964,-51.4582928,75
"Redenção","Ceará","Brasil","Redenção, Ceará, Brasil",-4.2243979,-38.7278461,97
"Aimorés","Minas Gerais","Brasil","Aimorés, Minas Gerais, Brasil",-19.4917754,-41.0615603,8
"Santa Maria do Suaçuí","Minas Gerais","Brasil","Santa Maria do Suaçuí, Minas Gerais, Brasil",-18.1894783,-42.4188445,4
"Costa Rica","Mato Grosso do Sul","Brasil","Costa Rica, Mato Grosso do Sul, Brasil",-18.5333859,-53.1394286,18
"Bom Jesus","Rio Grande do Sul","Brasil","Bom Jesus, Rio Grande do Sul, Brasil",-28.6692723,-50.4346894,68
"Canela","Rio Grande do Sul","Brasil","Canela, Rio Grande do Sul, Brasil",-29.3624657,-50.8134204,13
"Itaqui","Rio Grande do Sul","Brasil","Itaqui, Rio Grande do Sul, Brasil",-29.1222037,-56.5551258,36
"Cassilândia","Mato Grosso do Sul","Brasil","Cassilândia, Mato Grosso do Sul, Brasil",-19.1128242,-51.7345354,23
"Querência","Mato Grosso","Brasil","Querência, Mato Grosso, Brasil",-12.5944625,-52.2088505,10
"Hermosillo",NA,"México","Hermosillo, NA, México",29.0948207,-110.9692202,2
"São João do Araguaia","Pará","Brasil","São João do Araguaia, Pará, Brasil",-5.3617017,-48.7911109,6
"Nhamundá","Amazonas","Brasil","Nhamundá, Amazonas, Brasil",-2.1921521,-56.7111308,10
"Boa Vista do Ramos","Amazonas","Brasil","Boa Vista do Ramos, Amazonas, Brasil",-2.9716927,-57.5869819,5
"Anaurilândia","Mato Grosso do Sul","Brasil","Anaurilândia, Mato Grosso do Sul, Brasil",-22.185169,-52.719056,6
"Angélica","Mato Grosso do Sul","Brasil","Angélica, Mato Grosso do Sul, Brasil",-22.1588196,-53.7728504,5
"Novo Horizonte do Sul","Mato Grosso do Sul","Brasil","Novo Horizonte do Sul, Mato Grosso do Sul, Brasil",-22.6546565,-53.857078,11
"Maués","Amazonas","Brasil","Maués, Amazonas, Brasil",-3.3795798,-57.7196072,27
"Paragominas","Pará","Brasil","Paragominas, Pará, Brasil",-2.99564,-47.3548942,141
"Dom Eliseu","Pará","Brasil","Dom Eliseu, Pará, Brasil",-4.2928111,-47.5559083,11
"Barreirinha","Amazonas","Brasil","Barreirinha, Amazonas, Brasil",-2.798863,-57.067897,5
"Aveiro","Pará","Brasil","Aveiro, Pará, Brasil",-3.6049239,-55.3310742,35
"Pio XII","Maranhão","Brasil","Pio XII, Maranhão, Brasil",-3.8911223,-45.1710284,4
"Maçambara","Rio Grande do Sul","Brasil","Maçambara, Rio Grande do Sul, Brasil",-29.144485,-56.067444,6
"Catu","Bahia","Brasil","Catu, Bahia, Brasil",-12.351274,-38.379108,28
"BASEL",NA,"SUÍÇA","BASEL, NA, SUÍÇA",47.5581077,7.5878261,11
"Santa Vitória do Palmar","Rio Grande do Sul","Brasil","Santa Vitória do Palmar, Rio Grande do Sul, Brasil",-33.5195569,-53.3692659,60
"Lago da Pedra","Maranhão","Brasil","Lago da Pedra, Maranhão, Brasil",-4.5627272,-45.1298628,3
"Fonte Boa","Amazonas","Brasil","Fonte Boa, Amazonas, Brasil",-2.55,-66.9132142857143,3
"Caracol","Mato Grosso do Sul","Brasil","Caracol, Mato Grosso do Sul, Brasil",-22.0169949,-57.0298349,54
"Quaraí","Rio Grande do Sul","Brasil","Quaraí, Rio Grande do Sul, Brasil",-30.3818093,-56.4526576,22
"Amaturá","Amazonas","Brasil","Amaturá, Amazonas, Brasil",-3.3640509,-68.1994689,53
"São Bento do Norte","Rio Grande do Norte","Brasil","São Bento do Norte, Rio Grande do Norte, Brasil",-5.0643426,-36.041433,3
"Jutaí","Amazonas","Brasil","Jutaí, Amazonas, Brasil",-2.7471478,-66.7721255,7
"Prado","Bahia","Brasil","Prado, Bahia, Brasil",-17.336357,-39.222721,25
"Itaquiraí","Mato Grosso do Sul","Brasil","Itaquiraí, Mato Grosso do Sul, Brasil",-23.4801914,-54.1833692,20
"Afuá","Pará","Brasil","Afuá, Pará, Brasil",-0.1535664,-50.3879223,6
"Rio Brilhante","Mato Grosso do Sul","Brasil","Rio Brilhante, Mato Grosso do Sul, Brasil",-21.8001509,-54.5428102,32
"Urucurituba","Amazonas","Brasil","Urucurituba, Amazonas, Brasil",-3.1304332,-58.1549157,5
"Fátima do Sul","Mato Grosso do Sul","Brasil","Fátima do Sul, Mato Grosso do Sul, Brasil",-22.3750499,-54.516698,11
"Água Clara","Mato Grosso do Sul","Brasil","Água Clara, Mato Grosso do Sul, Brasil",-20.4385757,-52.8797496,24
"Presidente Figueiredo","Amazonas","Brasil","Presidente Figueiredo, Amazonas, Brasil",-2.0486359,-60.0236658,35
"Careiro","Amazonas","Brasil","Careiro, Amazonas, Brasil",-3.8185277,-60.3616505,31
"Rio Preto da Eva","Amazonas","Brasil","Rio Preto da Eva, Amazonas, Brasil",-2.6990647,-59.7012494,12
"Belmonte","Bahia","Brasil","Belmonte, Bahia, Brasil",-15.8630837,-38.8792845,55
"Tutóia","Maranhão","Brasil","Tutóia, Maranhão, Brasil",-2.761413,-42.275531,40
"Rio da Conceição","Tocantins","Brasil","Rio da Conceição, Tocantins, Brasil",-11.394863,-46.884664,1
"Humaitá","Amazonas","Brasil","Humaitá, Amazonas, Brasil",-7.5099404,-63.0248674,107
"Boracéia","São Paulo","Brasil","Boracéia, São Paulo, Brasil",-22.195355,-48.7801925,3
"Araçariguama","São Paulo","Brasil","Araçariguama, São Paulo, Brasil",-23.438611,-47.061389,6
"Baraúna","Rio Grande do Norte","Brasil","Baraúna, Rio Grande do Norte, Brasil",-5.0775002,-37.61752,27
"Colatina","Espírito Santo","Brasil","Colatina, Espírito Santo, Brasil",-19.5346732,-40.6287836,99
"Holambra","São Paulo","Brasil","Holambra, São Paulo, Brasil",-22.6332028,-47.0545305,23
"Itatiba","São Paulo","Brasil","Itatiba, São Paulo, Brasil",-22.9965861,-46.8412042,14
"Nova Santa Rosa","Paraná","Brasil","Nova Santa Rosa, Paraná, Brasil",-24.468132,-53.9547649,1
"Brejo de Areia","Maranhão","Brasil","Brejo de Areia, Maranhão, Brasil",-4.3316785,-45.5833334,2
"Grajaú","Maranhão","Brasil","Grajaú, Maranhão, Brasil",-5.8154034,-46.1361454,65
"Barra do Corda","Maranhão","Brasil","Barra do Corda, Maranhão, Brasil",-5.496823,-45.248496,69
"Astolfo Dutra","Minas Gerais","Brasil","Astolfo Dutra, Minas Gerais, Brasil",-21.3132636,-42.8624102,5
